COUNTRY,COUNTRY_GRP,AGE_GRP_LIST,SEX,YEAR,VALUE
LUX,,TOTAL,MALE,2004,793.03
LUX,,TOTAL,FEMALE,2004,453.79
LUX,,TOTAL,FEMALE,1993,619.69
LUX,,TOTAL,FEMALE,1994,562.5
LUX,,TOTAL,FEMALE,1998,522.91
LUX,,TOTAL,MALE,1996,1008.75
LUX,,TOTAL,MALE,2005,743.51
LUX,,TOTAL,FEMALE,2005,469.36
LUX,,TOTAL,FEMALE,1995,537.5
LUX,,TOTAL,ALL,1998,690.23
LUX,,TOTAL,MALE,1999,867.43
LUX,,TOTAL,MALE,2001,828.56
LUX,,TOTAL,FEMALE,1987,742.17
LUX,,TOTAL,MALE,1995,997.93
LUX,,TOTAL,ALL,1996,735.61
LUX,,TOTAL,FEMALE,2001,520.8
LUX,,TOTAL,ALL,1993,799.42
LUX,,TOTAL,ALL,1995,724.43
LUX,,TOTAL,ALL,1997,707.44
LUX,,TOTAL,ALL,2000,637.81
LUX,,TOTAL,FEMALE,2000,488.82
LUX,,TOTAL,MALE,1994,998.04
LUX,,TOTAL,FEMALE,1996,543.19
LUX,,TOTAL,FEMALE,1999,498.85
LUX,,TOTAL,ALL,2001,648.79
LUX,,TOTAL,MALE,1998,928.93
LUX,,TOTAL,ALL,1999,650.28
LUX,,TOTAL,MALE,2000,860.54
LUX,,TOTAL,MALE,1997,931.35
LUX,,TOTAL,FEMALE,1997,557.34
LUX,,TOTAL,FEMALE,2009,423.11
LUX,,TOTAL,ALL,2015,459.98
LUX,,TOTAL,FEMALE,2015,378.85
LUX,,TOTAL,MALE,2015,554.87
LVA,,TOTAL,ALL,1995,1398.34
LVA,,TOTAL,FEMALE,1995,972.35
LVA,,TOTAL,MALE,1996,1772.07
LVA,,TOTAL,FEMALE,1997,860.59
LVA,,TOTAL,FEMALE,1996,870.31
LVA,,TOTAL,ALL,1996,1224.25
LVA,,TOTAL,ALL,1997,1187.29
LVA,,TOTAL,MALE,1997,1689.25
LVA,,TOTAL,ALL,2012,910.85
LVA,,TOTAL,ALL,1993,1375.03
LVA,,TOTAL,FEMALE,1994,1013.28
LVA,,TOTAL,MALE,1994,2183.12
LVA,,TOTAL,ALL,1994,1481.81
LVA,,TOTAL,MALE,2015,1215.17
LVA,,TOTAL,ALL,2015,850.46
LVA,,TOTAL,MALE,1995,2038.11
LVA,,TOTAL,FEMALE,1998,879.73
LVA,,TOTAL,FEMALE,2012,645.26
LVA,,TOTAL,ALL,1999,1151
LVA,,TOTAL,ALL,1988,1117.39
LVA,,TOTAL,FEMALE,1993,959.93
LVA,,TOTAL,MALE,1998,1699.5
LVA,,TOTAL,FEMALE,2015,607.02
LVA,,TOTAL,MALE,2012,1320.87
LVA,,TOTAL,MALE,1993,1997.04
LVA,,TOTAL,ALL,2011,915.05
LVA,,TOTAL,FEMALE,1992,882.28
LVA,,TOTAL,FEMALE,2011,647.12
LVA,,TOTAL,ALL,1984,1211.48
LVA,,TOTAL,ALL,1998,1210.11
LVA,,TOTAL,MALE,1988,1532
LVA,,TOTAL,ALL,1992,1229.51
LVA,,TOTAL,FEMALE,1991,880.13
LVA,,TOTAL,ALL,1991,1197.72
LVA,,TOTAL,ALL,1990,1191.78
LVA,,TOTAL,FEMALE,1984,913.8
LVA,,TOTAL,MALE,1985,1670.86
LVA,,TOTAL,FEMALE,1988,862.31
LVA,,TOTAL,MALE,1990,1664.72
LVA,,TOTAL,ALL,1987,1126.49
LVA,,TOTAL,FEMALE,1987,877.94
LVA,,TOTAL,MALE,1992,1756.43
LVA,,TOTAL,MALE,2011,1334.27
LVA,,TOTAL,FEMALE,1985,957.44
LVA,,TOTAL,MALE,1987,1531.73
LVA,,TOTAL,MALE,1989,1549.66
LVA,,TOTAL,FEMALE,1990,889.18
LVA,,TOTAL,FEMALE,1999,828.78
LVA,,TOTAL,FEMALE,1982,875.91
LVA,,TOTAL,ALL,1989,1119.26
LVA,,TOTAL,MALE,1991,1684.9
LVA,,TOTAL,MALE,1982,1606.65
LVA,,TOTAL,MALE,1984,1677.23
LVA,,TOTAL,ALL,1981,1202.62
LVA,,TOTAL,FEMALE,1989,845.56
LVA,,TOTAL,MALE,1999,1645.53
LVA,,TOTAL,ALL,1983,1187.81
LVA,,TOTAL,MALE,1983,1645.62
LVA,,TOTAL,FEMALE,1983,892.75
LVA,,TOTAL,FEMALE,1980,911.35
LVA,,TOTAL,FEMALE,1981,895.26
LVA,,TOTAL,ALL,1986,1113.21
LVA,,TOTAL,ALL,1982,1161.47
LVA,,TOTAL,FEMALE,1986,868.52
LVA,,TOTAL,ALL,1980,1205.7
LVA,,TOTAL,MALE,1981,1684.79
LVA,,TOTAL,ALL,1985,1231.39
LVA,,TOTAL,MALE,1980,1666.86
LVA,,TOTAL,MALE,1986,1513.17
MLT,,TOTAL,ALL,2004,628.2
MLT,,TOTAL,ALL,1998,764.63
MLT,,TOTAL,FEMALE,2004,531.28
MLT,,TOTAL,ALL,1997,740.04
MLT,,TOTAL,MALE,2004,753.16
MLT,,TOTAL,ALL,2003,683.01
MLT,,TOTAL,FEMALE,2008,478.98
MLT,,TOTAL,FEMALE,2003,569.14
MLT,,TOTAL,FEMALE,1998,610.84
MLT,,TOTAL,ALL,2001,669.19
MLT,,TOTAL,MALE,1998,968.61
MLT,,TOTAL,ALL,1996,734.1
MLT,,TOTAL,FEMALE,1997,589
MLT,,TOTAL,MALE,2009,718.88
MLT,,TOTAL,ALL,2015,494.4
MLT,,TOTAL,FEMALE,1999,643.98
MLT,,TOTAL,FEMALE,2002,539.24
MLT,,TOTAL,FEMALE,2010,428.68
MLT,,TOTAL,MALE,2000,871.92
MLT,,TOTAL,MALE,2010,619.76
MLT,,TOTAL,FEMALE,2009,455.89
MLT,,TOTAL,MALE,1997,949.85
MLT,,TOTAL,FEMALE,1994,655.71
MLT,,TOTAL,ALL,2002,672.28
MLT,,TOTAL,FEMALE,2007,478.85
MLT,,TOTAL,ALL,2010,514.14
MLT,,TOTAL,ALL,2009,567.86
MLT,,TOTAL,MALE,1994,941.45
MLT,,TOTAL,MALE,2001,814.34
MLT,,TOTAL,ALL,2011,536.9
MLT,,TOTAL,MALE,2005,760.75
MLT,,TOTAL,MALE,2003,830.86
MLT,,TOTAL,FEMALE,2011,440.37
MLT,,TOTAL,ALL,2008,595.39
MLT,,TOTAL,MALE,2006,783.36
MLT,,TOTAL,ALL,2007,588.05
MLT,,TOTAL,MALE,2008,741.87
MLT,,TOTAL,MALE,2015,604.13
MLT,,TOTAL,ALL,2005,627.88
MLT,,TOTAL,FEMALE,2005,525.13
MLT,,TOTAL,FEMALE,2015,405.68
MLT,,TOTAL,ALL,2006,624.83
MLT,,TOTAL,MALE,2011,659.29
MLT,,TOTAL,MALE,2007,731.59
MLT,,TOTAL,MALE,1991,1040.88
MLT,,TOTAL,ALL,1994,780.6
MLT,,TOTAL,MALE,1999,928.69
MLT,,TOTAL,FEMALE,2006,503.32
MLT,,TOTAL,ALL,1974,1432.58
MLT,,TOTAL,FEMALE,1990,703.25
MLT,,TOTAL,MALE,2002,853.86
MLT,,TOTAL,ALL,1989,843.51
MLT,,TOTAL,ALL,1999,767.65
MLT,,TOTAL,MALE,1972,1298.86
MLT,,TOTAL,ALL,1990,842.68
MLT,,TOTAL,ALL,2000,707.56
MLT,,TOTAL,MALE,1973,1728.42
MLT,,TOTAL,FEMALE,1996,598.63
MLT,,TOTAL,ALL,1972,1148.9
MLT,,TOTAL,FEMALE,2000,585.92
MLT,,TOTAL,FEMALE,2001,552.46
MLT,,TOTAL,ALL,1993,783.55
MLT,,TOTAL,FEMALE,1991,728.09
MLT,,TOTAL,FEMALE,1974,1274.85
MLT,,TOTAL,FEMALE,1975,1370.82
MLT,,TOTAL,MALE,1990,1015.93
MLT,,TOTAL,FEMALE,1993,640.6
MLT,,TOTAL,MALE,1992,1044.02
MLT,,TOTAL,FEMALE,1992,731.66
MLT,,TOTAL,ALL,1992,866.95
MLT,,TOTAL,ALL,1995,748.6
MLT,,TOTAL,MALE,1974,1632.81
MLT,,TOTAL,MALE,1975,1737.94
MLT,,TOTAL,FEMALE,1989,730.45
MLT,,TOTAL,MALE,1993,970.79
MLT,,TOTAL,MALE,1970,1417.96
MLT,,TOTAL,MALE,1989,976.44
MLT,,TOTAL,FEMALE,1988,762.77
MLT,,TOTAL,ALL,1969,1239.42
MLT,,TOTAL,MALE,1971,1424.26
MLT,,TOTAL,FEMALE,1973,1419.54
MLT,,TOTAL,MALE,1996,909.66
MLT,,TOTAL,ALL,1973,1558.77
MLT,,TOTAL,MALE,1995,893.12
MLT,,TOTAL,MALE,1988,1073.66
MLT,,TOTAL,ALL,1988,898.33
MLT,,TOTAL,ALL,1991,865.22
MLT,,TOTAL,FEMALE,1995,632.96
MLT,,TOTAL,FEMALE,1969,1093.77
MLT,,TOTAL,FEMALE,1971,1090.22
MLT,,TOTAL,FEMALE,1972,1018.84
MLT,,TOTAL,ALL,1975,1536.01
MLT,,TOTAL,MALE,1969,1408.64
MLT,,TOTAL,ALL,1970,1228.71
MLT,,TOTAL,FEMALE,1986,817.39
MLT,,TOTAL,MALE,1987,1193.39
MLT,,TOTAL,ALL,1987,980.57
MLT,,TOTAL,FEMALE,1970,1065.4
MLT,,TOTAL,ALL,1985,1029.23
MLT,,TOTAL,MALE,1986,1142.35
MLT,,TOTAL,ALL,1986,963.65
MLT,,TOTAL,FEMALE,1987,820.25
MLT,,TOTAL,ALL,1984,1032.97
MLT,,TOTAL,ALL,1971,1242.22
MLT,,TOTAL,MALE,1976,1936.74
MLT,,TOTAL,FEMALE,1984,866.75
MLT,,TOTAL,ALL,1968,1233.91
MLT,,TOTAL,FEMALE,1968,1093.92
MLT,,TOTAL,FEMALE,1976,1389.89
MLT,,TOTAL,FEMALE,1978,1612.13
MLT,,TOTAL,FEMALE,1985,863.35
MLT,,TOTAL,FEMALE,1981,1689.96
MLT,,TOTAL,ALL,1976,1620.96
MLT,,TOTAL,MALE,1981,2250.36
MLT,,TOTAL,MALE,1982,1335.21
MLT,,TOTAL,MALE,1977,1695.38
MLT,,TOTAL,FEMALE,1977,1345.83
MLT,,TOTAL,ALL,1977,1500.83
MLT,,TOTAL,ALL,1981,1925.82
MLT,,TOTAL,MALE,1985,1236.24
MLT,,TOTAL,FEMALE,1983,984.65
MLT,,TOTAL,MALE,1978,1986.29
MLT,,TOTAL,MALE,1979,1797.19
MLT,,TOTAL,MALE,1984,1258.05
MLT,,TOTAL,ALL,1982,1110.37
MLT,,TOTAL,ALL,1983,1148.41
MLT,,TOTAL,MALE,1983,1362.58
MLT,,TOTAL,FEMALE,1982,942.28
MLT,,TOTAL,MALE,1968,1400.61
MLT,,TOTAL,ALL,1978,1773.47
MLT,,TOTAL,FEMALE,1979,1476.18
MLT,,TOTAL,ALL,1979,1615.79
MLT,,TOTAL,MALE,1980,1961.76
MLT,,TOTAL,FEMALE,1980,1484.76
MLT,,TOTAL,ALL,1980,1692.53
MDA,,TOTAL,ALL,2015,1095.24
MDA,,TOTAL,FEMALE,2015,846.99
MDA,,TOTAL,MALE,2015,1417.67
MDA,,TOTAL,ALL,1991,1406.13
MDA,,TOTAL,ALL,2010,1288.07
MDA,,TOTAL,FEMALE,1991,1168.07
MDA,,TOTAL,MALE,1991,1750.92
MDA,,TOTAL,MALE,1992,1737.14
MDA,,TOTAL,ALL,2012,1134.95
MDA,,TOTAL,FEMALE,2010,995.56
MDA,,TOTAL,FEMALE,2008,1001.86
MDA,,TOTAL,FEMALE,2012,879.24
MDA,,TOTAL,MALE,2011,1488.44
MDA,,TOTAL,MALE,2009,1626.44
MDA,,TOTAL,MALE,2010,1670.56
MDA,,TOTAL,ALL,1990,1287.7
MDA,,TOTAL,ALL,2011,1147.46
MDA,,TOTAL,MALE,2012,1475.37
MDA,,TOTAL,MALE,2008,1607.94
MDA,,TOTAL,FEMALE,2011,888.67
MDA,,TOTAL,FEMALE,2009,983.31
MDA,,TOTAL,ALL,2009,1260.95
MDA,,TOTAL,MALE,1993,1788.48
MDA,,TOTAL,ALL,2008,1264.24
MDA,,TOTAL,ALL,1992,1362.84
MDA,,TOTAL,ALL,2007,1312.65
MDA,,TOTAL,FEMALE,1992,1104.73
MDA,,TOTAL,FEMALE,2007,1047.48
MDA,,TOTAL,FEMALE,1995,1317.25
MDA,,TOTAL,ALL,1994,1580.03
MDA,,TOTAL,ALL,1997,1512.03
MDA,,TOTAL,MALE,2007,1661.03
MDA,,TOTAL,ALL,1995,1613.14
MDA,,TOTAL,MALE,1996,1956.81
MDA,,TOTAL,FEMALE,1997,1232.74
MDA,,TOTAL,MALE,1997,1913.04
MDA,,TOTAL,ALL,1993,1429.85
MDA,,TOTAL,FEMALE,2006,1083.15
MDA,,TOTAL,FEMALE,1994,1301.27
MDA,,TOTAL,FEMALE,1996,1258.04
MDA,,TOTAL,ALL,1996,1541.9
MDA,,TOTAL,MALE,1995,2036.7
MDA,,TOTAL,MALE,1998,1815.66
MDA,,TOTAL,FEMALE,1993,1185.7
MDA,,TOTAL,MALE,1994,1974.73
MDA,,TOTAL,MALE,2004,1771.5
MDA,,TOTAL,ALL,2006,1368.87
MDA,,TOTAL,ALL,2003,1446.73
MDA,,TOTAL,MALE,2006,1761.75
MDA,,TOTAL,FEMALE,2002,1154.71
MDA,,TOTAL,ALL,2002,1431.15
MDA,,TOTAL,FEMALE,2005,1159.41
MDA,,TOTAL,ALL,2005,1463.56
MDA,,TOTAL,FEMALE,2001,1122.75
MDA,,TOTAL,MALE,2002,1831.59
MDA,,TOTAL,ALL,2001,1390.17
MDA,,TOTAL,FEMALE,2003,1173.12
MDA,,TOTAL,FEMALE,1998,1157.86
MDA,,TOTAL,MALE,2001,1775.32
MDA,,TOTAL,MALE,2003,1836.92
MDA,,TOTAL,MALE,2000,1829.09
MDA,,TOTAL,ALL,2004,1372.5
MDA,,TOTAL,ALL,2000,1440.89
MDA,,TOTAL,FEMALE,2004,1087.38
MDA,,TOTAL,ALL,1998,1427.21
MDA,,TOTAL,FEMALE,2000,1167.44
MDA,,TOTAL,MALE,1999,1861.09
MDA,,TOTAL,MALE,2005,1886.43
MDA,,TOTAL,ALL,1999,1456.16
MDA,,TOTAL,FEMALE,1999,1173.06
MDA,,TOTAL,MALE,1990,1595.44
MDA,,TOTAL,FEMALE,1989,1010.95
MDA,,TOTAL,ALL,1986,1282.91
MDA,,TOTAL,FEMALE,1985,1256.91
MDA,,TOTAL,MALE,1989,1484.7
MDA,,TOTAL,MALE,1986,1569.52
MDA,,TOTAL,ALL,1989,1207.75
MDA,,TOTAL,FEMALE,1988,1060.95
MDA,,TOTAL,MALE,1988,1542.85
MDA,,TOTAL,MALE,1987,1532.45
MDA,,TOTAL,ALL,1985,1486.25
MDA,,TOTAL,ALL,1988,1258.28
MDA,,TOTAL,FEMALE,1986,1086.39
MDA,,TOTAL,FEMALE,1987,1068.27
MDA,,TOTAL,MALE,1985,1822.43
MDA,,TOTAL,ALL,1987,1255.96
MDA,,TOTAL,ALL,1982,1361.11
MDA,,TOTAL,FEMALE,1990,1069.5
MDA,,TOTAL,FEMALE,1982,1141.41
MDA,,TOTAL,MALE,1982,1669.56
MDA,,TOTAL,ALL,1981,1419.33
MDA,,TOTAL,FEMALE,1981,1192.08
MDA,,TOTAL,MALE,1981,1747.7
NLD,,TOTAL,FEMALE,1971,763.96
NLD,,TOTAL,MALE,1970,1183.44
NLD,,TOTAL,ALL,1971,949.98
NLD,,TOTAL,MALE,1971,1171.99
NLD,,TOTAL,FEMALE,1969,787.85
NLD,,TOTAL,MALE,1985,1059.2
NLD,,TOTAL,FEMALE,1970,775.78
NLD,,TOTAL,MALE,1969,1170.59
NLD,,TOTAL,FEMALE,1984,588.38
NLD,,TOTAL,ALL,1970,962.39
NLD,,TOTAL,ALL,1969,963.78
NLD,,TOTAL,MALE,1977,1088.36
NLD,,TOTAL,FEMALE,1977,645.37
NLD,,TOTAL,ALL,1977,840.02
NLD,,TOTAL,FEMALE,1978,649.16
NLD,,TOTAL,MALE,2014,611.22
NLD,,TOTAL,FEMALE,1976,686.05
NLD,,TOTAL,MALE,1972,1198.15
NLD,,TOTAL,ALL,1978,852.87
NLD,,TOTAL,FEMALE,2014,439.68
NLD,,TOTAL,MALE,1987,1016.29
NLD,,TOTAL,ALL,1976,893.08
NLD,,TOTAL,ALL,1984,784.68
NLD,,TOTAL,ALL,1985,786.64
NLD,,TOTAL,ALL,2011,528.18
NLD,,TOTAL,ALL,1983,788.16
NLD,,TOTAL,FEMALE,1975,703.2
NLD,,TOTAL,FEMALE,1985,591.17
NLD,,TOTAL,ALL,1979,819.39
NLD,,TOTAL,ALL,1974,891.08
NLD,,TOTAL,FEMALE,1987,568.25
NLD,,TOTAL,MALE,1986,1058.42
NLD,,TOTAL,FEMALE,1974,701.97
NLD,,TOTAL,ALL,1975,907.81
NLD,,TOTAL,MALE,1978,1116.79
NLD,,TOTAL,MALE,1979,1074.54
NLD,,TOTAL,ALL,1973,920.73
NLD,,TOTAL,FEMALE,1973,730.84
NLD,,TOTAL,FEMALE,1979,624.52
NLD,,TOTAL,ALL,1986,788.54
NLD,,TOTAL,ALL,1982,797.27
NLD,,TOTAL,FEMALE,1986,594.85
NLD,,TOTAL,MALE,1973,1153.63
NLD,,TOTAL,MALE,1976,1155.47
NLD,,TOTAL,FEMALE,1989,581.35
NLD,,TOTAL,MALE,1975,1164.25
NLD,,TOTAL,MALE,1974,1124.15
NLD,,TOTAL,FEMALE,1983,590.1
NLD,,TOTAL,MALE,1989,1021.01
NLD,,TOTAL,MALE,1984,1055.01
NLD,,TOTAL,ALL,1988,747.97
NLD,,TOTAL,ALL,2009,549.18
NLD,,TOTAL,FEMALE,2011,448.88
NLD,,TOTAL,MALE,1983,1060.91
NLD,,TOTAL,MALE,1982,1065.3
NLD,,TOTAL,FEMALE,1972,764.73
NLD,,TOTAL,ALL,1987,754.48
NLD,,TOTAL,FEMALE,1982,598.28
NLD,,TOTAL,ALL,1989,762.53
NLD,,TOTAL,MALE,1988,1006.6
NLD,,TOTAL,FEMALE,1981,604.62
NLD,,TOTAL,FEMALE,2009,455.95
NLD,,TOTAL,MALE,2011,630.95
NLD,,TOTAL,ALL,2010,543.16
NLD,,TOTAL,FEMALE,1988,563.97
NLD,,TOTAL,ALL,1981,801.78
NLD,,TOTAL,MALE,1981,1065.96
NLD,,TOTAL,ALL,1972,961.17
NLD,,TOTAL,ALL,2000,692.49
NLD,,TOTAL,ALL,1980,811.68
NLD,,TOTAL,FEMALE,2003,544.01
NLD,,TOTAL,MALE,1980,1077.83
NLD,,TOTAL,MALE,2008,688.11
NLD,,TOTAL,MALE,2015,606.84
NLD,,TOTAL,FEMALE,1980,610.08
NLD,,TOTAL,MALE,2006,734.92
NLD,,TOTAL,ALL,2007,572.13
NLD,,TOTAL,FEMALE,2010,454.34
NLD,,TOTAL,ALL,2008,566.19
NLD,,TOTAL,ALL,2014,514.88
NLD,,TOTAL,FEMALE,2000,556.83
NLD,,TOTAL,FEMALE,2015,444.05
NLD,,TOTAL,FEMALE,2001,551.34
NLD,,TOTAL,ALL,2001,680.36
NLD,,TOTAL,ALL,2005,615.81
NLD,,TOTAL,MALE,2009,671.56
NLD,,TOTAL,ALL,2006,596.19
NLD,,TOTAL,FEMALE,2007,472.38
NLD,,TOTAL,MALE,2010,658.71
NLD,,TOTAL,MALE,2001,860.72
NLD,,TOTAL,FEMALE,1999,564.13
NLD,,TOTAL,MALE,2000,883.52
NLD,,TOTAL,MALE,2007,708.11
NLD,,TOTAL,FEMALE,2008,474.69
NLD,,TOTAL,ALL,2015,517.08
NLD,,TOTAL,FEMALE,1996,565.6
NLD,,TOTAL,ALL,2002,678.35
NLD,,TOTAL,MALE,2003,837.24
NLD,,TOTAL,FEMALE,2006,494.08
NLD,,TOTAL,ALL,2003,666.17
NLD,,TOTAL,FEMALE,1990,571.56
NLD,,TOTAL,MALE,1999,903.03
NLD,,TOTAL,MALE,1998,910.04
NLD,,TOTAL,ALL,1997,702.41
NLD,,TOTAL,ALL,1999,703.78
NLD,,TOTAL,FEMALE,1998,552.52
NLD,,TOTAL,FEMALE,1997,556.54
NLD,,TOTAL,MALE,1990,1001.37
NLD,,TOTAL,ALL,1998,699.99
NLD,,TOTAL,FEMALE,2002,553.99
NLD,,TOTAL,MALE,2005,767.37
NLD,,TOTAL,MALE,1991,988.23
NLD,,TOTAL,MALE,1997,911.08
NLD,,TOTAL,MALE,2004,786.93
NLD,,TOTAL,ALL,2004,630.58
NLD,,TOTAL,ALL,1990,748.96
NLD,,TOTAL,FEMALE,1991,570.34
NLD,,TOTAL,ALL,1992,728.85
NLD,,TOTAL,FEMALE,1992,562.96
NLD,,TOTAL,MALE,1992,967.36
NLD,,TOTAL,ALL,1996,723.39
NLD,,TOTAL,MALE,2002,852.07
NLD,,TOTAL,FEMALE,2004,516.83
NLD,,TOTAL,ALL,1991,741.71
NLD,,TOTAL,FEMALE,2005,506.49
NLD,,TOTAL,MALE,1993,1007.93
NLD,,TOTAL,FEMALE,1993,585.95
NLD,,TOTAL,MALE,1996,950.43
NLD,,TOTAL,ALL,1994,725.33
NLD,,TOTAL,FEMALE,1994,566.87
NLD,,TOTAL,ALL,1993,758.88
NLD,,TOTAL,MALE,1994,952.65
NLD,,TOTAL,ALL,1995,724.45
NLD,,TOTAL,FEMALE,1995,564.8
NLD,,TOTAL,MALE,1995,954.52
NOR,,TOTAL,ALL,1979,842.69
NOR,,TOTAL,FEMALE,2015,405.14
NOR,,TOTAL,ALL,1980,820.9
NOR,,TOTAL,MALE,1979,1083.79
NOR,,TOTAL,ALL,1978,840.47
NOR,,TOTAL,FEMALE,1979,646.19
NOR,,TOTAL,ALL,2015,480.93
NOR,,TOTAL,FEMALE,1980,622.13
NOR,,TOTAL,MALE,1978,1071.57
NOR,,TOTAL,FEMALE,1978,652.37
NOR,,TOTAL,ALL,1977,841.58
NOR,,TOTAL,MALE,2015,571.54
NOR,,TOTAL,FEMALE,1977,650.81
NOR,,TOTAL,MALE,1980,1065.63
NOR,,TOTAL,MALE,1977,1075.54
NOR,,TOTAL,ALL,1986,784.54
NOR,,TOTAL,ALL,1990,774.12
NOR,,TOTAL,ALL,1987,792.67
NOR,,TOTAL,ALL,1970,925.56
NOR,,TOTAL,MALE,1990,1009.71
NOR,,TOTAL,ALL,1973,901.76
NOR,,TOTAL,FEMALE,1989,589.92
NOR,,TOTAL,FEMALE,1990,592.92
NOR,,TOTAL,MALE,1988,1025.64
NOR,,TOTAL,MALE,1989,1010.53
NOR,,TOTAL,ALL,1976,867.12
NOR,,TOTAL,MALE,1975,1107.16
NOR,,TOTAL,FEMALE,1987,595.4
NOR,,TOTAL,FEMALE,1988,603.48
NOR,,TOTAL,ALL,1989,774.25
NOR,,TOTAL,MALE,1991,967.1
NOR,,TOTAL,FEMALE,1971,732.1
NOR,,TOTAL,MALE,1987,1046.92
NOR,,TOTAL,FEMALE,1973,708.02
NOR,,TOTAL,ALL,1974,882.94
NOR,,TOTAL,MALE,1973,1134.08
NOR,,TOTAL,ALL,1988,788.74
NOR,,TOTAL,MALE,1970,1155.03
NOR,,TOTAL,FEMALE,1975,688
NOR,,TOTAL,ALL,1975,878.19
NOR,,TOTAL,FEMALE,1986,587.8
NOR,,TOTAL,MALE,1972,1134.33
NOR,,TOTAL,FEMALE,1976,677.64
NOR,,TOTAL,MALE,1974,1104.16
NOR,,TOTAL,ALL,1972,911.38
NOR,,TOTAL,MALE,1976,1097.96
NOR,,TOTAL,ALL,1985,805.3
NOR,,TOTAL,ALL,1971,919.09
NOR,,TOTAL,ALL,2012,518.59
NOR,,TOTAL,MALE,1992,958
NOR,,TOTAL,FEMALE,1974,697.57
NOR,,TOTAL,MALE,1981,1063.87
NOR,,TOTAL,FEMALE,1981,619.38
NOR,,TOTAL,MALE,1986,1036.76
NOR,,TOTAL,FEMALE,1985,607.07
NOR,,TOTAL,FEMALE,2012,434.37
NOR,,TOTAL,MALE,1985,1056.5
NOR,,TOTAL,FEMALE,1972,723.87
NOR,,TOTAL,MALE,2012,620.72
NOR,,TOTAL,ALL,1981,816.68
NOR,,TOTAL,ALL,1969,945.42
NOR,,TOTAL,FEMALE,1991,574.01
NOR,,TOTAL,MALE,1971,1139.87
NOR,,TOTAL,ALL,1991,744.69
NOR,,TOTAL,FEMALE,1969,758.16
NOR,,TOTAL,FEMALE,1970,731.3
NOR,,TOTAL,FEMALE,1992,564.11
NOR,,TOTAL,MALE,1969,1167.28
NOR,,TOTAL,ALL,2011,521.19
NOR,,TOTAL,ALL,1992,734.32
NOR,,TOTAL,ALL,2010,531.18
NOR,,TOTAL,ALL,2007,559.04
NOR,,TOTAL,MALE,2010,646.42
NOR,,TOTAL,FEMALE,2011,427.18
NOR,,TOTAL,MALE,2007,690.69
NOR,,TOTAL,MALE,1984,1030.88
NOR,,TOTAL,FEMALE,2010,438.73
NOR,,TOTAL,MALE,2011,635.93
NOR,,TOTAL,ALL,1982,794.68
NOR,,TOTAL,MALE,1983,1043.39
NOR,,TOTAL,ALL,2006,559.3
NOR,,TOTAL,MALE,2008,683.18
NOR,,TOTAL,ALL,1984,785.46
NOR,,TOTAL,FEMALE,2006,459.17
NOR,,TOTAL,MALE,2006,686.06
NOR,,TOTAL,FEMALE,2008,445.67
NOR,,TOTAL,ALL,2008,549.2
NOR,,TOTAL,ALL,1983,794.58
NOR,,TOTAL,FEMALE,2007,457.66
NOR,,TOTAL,FEMALE,1984,592.32
NOR,,TOTAL,ALL,2005,570.35
NOR,,TOTAL,MALE,1982,1042.14
NOR,,TOTAL,FEMALE,2005,461.48
NOR,,TOTAL,ALL,2004,582.34
NOR,,TOTAL,ALL,2009,536.95
NOR,,TOTAL,FEMALE,1983,596.77
NOR,,TOTAL,FEMALE,1982,597.22
NOR,,TOTAL,FEMALE,2009,440.7
NOR,,TOTAL,MALE,2005,713.88
NOR,,TOTAL,MALE,2009,657.05
NOR,,TOTAL,FEMALE,2002,514.46
NOR,,TOTAL,ALL,2001,642.19
NOR,,TOTAL,ALL,2003,608.21
NOR,,TOTAL,MALE,2004,727.37
NOR,,TOTAL,FEMALE,1996,534.74
NOR,,TOTAL,ALL,1996,683.34
NOR,,TOTAL,MALE,1996,880.49
NOR,,TOTAL,FEMALE,2003,491.62
NOR,,TOTAL,MALE,2003,761.24
NOR,,TOTAL,FEMALE,2004,470.99
NOR,,TOTAL,ALL,1997,684.47
NOR,,TOTAL,MALE,1998,863.39
NOR,,TOTAL,FEMALE,1997,538.9
NOR,,TOTAL,MALE,1997,878.6
NOR,,TOTAL,ALL,1994,707.02
NOR,,TOTAL,MALE,1999,864.62
NOR,,TOTAL,MALE,2002,808.44
NOR,,TOTAL,MALE,2000,827.13
NOR,,TOTAL,FEMALE,1999,532.06
NOR,,TOTAL,ALL,1998,671.37
NOR,,TOTAL,FEMALE,2001,511.57
NOR,,TOTAL,MALE,2001,814.62
NOR,,TOTAL,ALL,2002,641.17
NOR,,TOTAL,MALE,1993,978.34
NOR,,TOTAL,FEMALE,1994,551.07
NOR,,TOTAL,MALE,1994,912.46
NOR,,TOTAL,FEMALE,1998,524.01
NOR,,TOTAL,ALL,1999,674.79
NOR,,TOTAL,ALL,2000,652.18
NOR,,TOTAL,FEMALE,1995,549.92
NOR,,TOTAL,FEMALE,2000,518.71
NOR,,TOTAL,ALL,1995,712.76
NOR,,TOTAL,MALE,1995,929.71
NOR,,TOTAL,ALL,1993,751.24
NOR,,TOTAL,FEMALE,1993,579.97
POL,,TOTAL,FEMALE,1989,838.03
POL,,TOTAL,ALL,1988,1105.12
POL,,TOTAL,MALE,1989,1497.58
POL,,TOTAL,FEMALE,1988,828.34
