COUNTRY,YEAR,death_all,death_external,death_internal,death_diabetes_65,death_cerebrovascular_65,death_respiratory_65,elderly_rate,life_expectancy,hospital_beds,gni
KAZ,1997.0,1493.43,156.31,1337.1200000000001,82.84,1573.98,541.96,6.85213284,64.81,844.98,1390.0
KAZ,2004.0,1450.06,155.3,1294.76,58.06,1479.84,405.85,7.62501261,66.25,776.91,2300.0
KAZ,1998.0,1495.79,156.57,1339.22,70.4,1664.37,504.46,6.80581939,65.0,819.3,1390.0
KAZ,2003.0,1508.15,152.81,1355.3400000000001,64.79,1618.93,494.52,7.41633688,65.94,769.88,1800.0
KAZ,1993.0,1343.68,147.14,1196.54,66.67,1536.05,589.02,6.57724864,66.38,1316.65,1430.0
KAZ,1991.0,1197.95,117.89,1080.06,51.51,1465.32,510.14,6.07510279,68.37,1360.99,
KAZ,1990.0,1165.61,114.65,1050.9599999999998,46.37,1414.64,525.15,5.9,68.8,1366.61,
KAZ,1989.0,1171.24,111.61,1059.63,44.52,1477.87,549.99,5.63950922,68.77,1363.0,
KAZ,1988.0,1188.41,97.85,1090.5600000000002,35.67,1430.48,576.56,5.52628684,68.55,1354.42,
KAZ,1992.0,1214.77,121.69,1093.08,59.68,1362.81,532.63,6.30315246,68.23,1346.19,
KAZ,1986.0,1139.2,93.14,1046.06,28.7,1358.18,577.51,5.58533136,68.93,1356.07,
KAZ,1987.0,1159.02,95.03,1063.99,33.35,1387.15,558.52,5.53483395,68.81,1355.61,
KGZ,1988.0,1135.74,88.68,1047.06,26.71,1567.45,969.62,5.0065189000000005,68.15,1194.74,
KGZ,1989.0,1137.34,103.45,1033.8899999999999,37.09,1523.29,952.11,4.99743841,68.54,1197.2,
KGZ,1987.0,1084.08,82.14,1001.9399999999999,22.28,1503.66,850.86,5.04282784,68.69,1206.42,
KGZ,1986.0,1047.98,68.45,979.53,17.94,1363.64,861.84,5.09762455,69.2,1203.09,
KGZ,2007.0,1267.0,88.12,1178.88,59.24,1609.17,722.67,5.34781757,67.9,505.95,610.0
KGZ,2003.0,1321.84,95.29,1226.55,44.0,1672.27,1001.94,5.54269899,67.92,530.73,340.0
KGZ,2005.0,1292.04,91.32,1200.72,59.6,1762.68,812.07,5.6,67.73,511.58,450.0
KGZ,2004.0,1247.01,92.27,1154.74,56.95,1645.21,827.81,5.56105624,68.06,514.11,400.0
KGZ,2002.0,1307.36,89.29,1218.07,50.47,1740.68,887.86,5.52801517,67.99,552.76,290.0
KGZ,2006.0,1311.07,92.2,1218.87,60.46,1702.01,821.05,5.47545934,67.46,508.52,500.0
KGZ,2001.0,1209.79,85.51,1124.28,46.36,1608.62,722.23,5.49079286,68.71,615.24,280.0
KGZ,2000.0,1282.81,90.21,1192.6,62.81,1638.91,856.02,5.5,67.83,704.08,280.0
KGZ,1999.0,1231.01,95.68,1135.33,49.86,1590.04,839.55,5.4589300000000005,68.33,746.52,300.0
KGZ,1990.0,1131.5,112.16,1019.34,29.3,1470.27,853.2,5.0,68.82,1197.73,
KGZ,1991.0,1151.41,110.39,1041.02,42.07,1513.4,804.33,5.06028457,68.77,1205.8,
KGZ,1994.0,1483.44,129.78,1353.66,55.03,1749.02,962.44,5.43070516,65.43,960.53,370.0
KGZ,1996.0,1372.87,111.33,1261.54,76.16,1577.85,859.38,5.51540764,66.66,840.75,390.0
KGZ,1997.0,1334.6,103.45,1231.1499999999999,52.53,1530.05,880.21,5.57694843,66.78,832.47,390.0
KGZ,1998.0,1298.15,100.18,1197.97,61.64,1485.03,855.59,5.64477785,67.23,802.24,360.0
KGZ,1995.0,1465.12,129.43,1335.6899999999998,72.56,1675.32,951.59,5.5,65.5,863.6,360.0
KGZ,1992.0,1195.87,101.92,1093.9499999999998,43.8,1550.39,834.07,5.19436847,68.28,1193.2,520.0
KGZ,1993.0,1319.35,119.25,1200.1,55.84,1714.0,806.06,5.31874035,66.79,1074.56,450.0
KGZ,2009.0,1214.37,77.21,1137.1599999999999,57.41,1561.16,654.08,4.66509526,69.13,482.51,860.0
KGZ,2008.0,1232.9,86.55,1146.3500000000001,57.01,1523.62,699.3,5.12639956,68.54,501.21,760.0
KGZ,2010.0,1195.34,86.82,1108.52,38.61,1394.25,599.01,4.5,69.51,475.63,850.0
KGZ,2015.0,1044.34,62.57,981.7699999999999,57.35,1083.9,369.47,4.3,71.75,,1180.0
KGZ,2014.0,1089.77,64.05,1025.72,66.78,1154.17,430.11,4.30659568,71.06,441.32,1250.0
LTU,2015.0,871.26,95.12,776.14,38.68,767.32,162.86,18.7,74.62,,15170.0
LTU,1994.0,1216.76,194.15,1022.61,24.56,913.4,270.63,12.03988686,68.6,1117.35,
LTU,2000.0,999.79,145.67,854.12,26.52,897.45,239.83,13.9,72.2,883.32,3210.0
LTU,1998.0,1051.73,152.48,899.25,32.08,944.42,254.76,13.32724392,71.44,906.79,2860.0
LTU,1999.0,1025.25,149.67,875.58,31.06,946.92,234.73,13.613637900000002,71.82,895.29,2980.0
LTU,1988.0,1016.15,109.93,906.22,11.38,882.35,320.58,10.53164418,72.05,1280.95,
LTU,1992.0,1079.62,143.91,935.7099999999999,28.63,857.31,237.86,11.4190806,70.49,1204.53,
LTU,1995.0,1188.36,185.47,1002.8899999999999,27.17,905.85,268.72,12.3,69.15,1094.02,
LTU,1991.0,1073.16,143.72,929.44,26.05,821.22,262.13,11.14873274,70.64,1246.53,
LTU,1990.0,1046.81,122.74,924.0699999999999,25.17,888.49,293.87,10.9,71.54,1248.7,
LTU,1996.0,1118.93,165.51,953.4200000000001,30.07,901.34,255.8,12.66082725,70.31,1059.83,
LTU,1986.0,1001.7,100.86,900.84,14.18,856.02,363.81,10.31402263,72.32,1276.5,
LTU,1993.0,1197.08,172.81,1024.27,32.81,895.79,276.26,11.739436099999999,69.0,1183.51,
LTU,1987.0,1014.19,100.91,913.2800000000001,18.13,863.32,326.11,10.39814267,72.21,1279.6,
LTU,1997.0,1066.6,154.63,911.9699999999999,26.54,912.7,241.83,12.99085881,71.15,959.91,2600.0
LTU,1989.0,1014.07,119.77,894.3000000000001,18.84,882.15,284.19,10.72129915,71.82,1265.93,
LUX,1989.0,893.25,60.88,832.37,98.52,1091.94,397.3,13.45695364,75.0,,28700.0
LUX,2009.0,527.77,40.28,487.49,46.22,373.84,328.16,13.95620268,81.55,546.61,71220.0
LUX,2010.0,524.44,41.61,482.83000000000004,74.66,353.98,292.94,14.0,81.48,536.72,78220.0
LUX,1987.0,949.18,67.38,881.8,129.87,1156.25,388.32,13.32973556,74.11,,20090.0
LUX,1991.0,816.56,68.41,748.15,85.42,905.94,356.41,13.48488763,75.58,,35370.0
LUX,2006.0,597.26,43.08,554.18,60.94,404.84,308.25,14.05225854,80.09,565.11,71580.0
LUX,2005.0,587.47,36.54,550.9300000000001,53.61,404.46,335.41,14.4,80.26,578.5,73810.0
LUX,2007.0,587.66,44.9,542.76,51.63,383.89,329.25,14.0133665,80.3,566.87,86210.0
LUX,1986.0,945.28,64.79,880.49,133.33,1267.23,447.99,13.31699346,74.47,,15610.0
LUX,1988.0,886.86,72.39,814.47,73.5,1039.09,364.46,13.33690412,74.74,,26020.0
LUX,1990.0,836.34,58.4,777.94,69.07,1010.3,377.87,13.4,75.53,,31500.0
LUX,1992.0,805.35,60.18,745.1700000000001,101.22,843.38,406.01,13.57961783,76.12,,39210.0
LUX,2002.0,646.0,52.13,593.87,74.06,527.7,471.01,13.98683055,78.96,,42630.0
LUX,2003.0,689.13,46.37,642.76,54.45,490.19,501.81,14.00761669,78.46,,46000.0
LUX,2008.0,528.77,37.8,490.96999999999997,55.5,339.63,325.26,13.97594652,81.54,556.83,88000.0
LUX,2011.0,519.96,40.35,479.61,51.97,291.83,323.05,13.92423623,81.65,527.83,76260.0
LUX,1994.0,741.47,59.82,681.65,61.71,686.31,429.92,13.84348688,77.05,,41570.0
LUX,2004.0,593.07,39.0,554.07,55.98,444.57,355.91,14.03577322,80.04,639.37,62800.0
LUX,1998.0,690.23,46.1,644.13,41.52,578.83,407.64,14.27315255,78.08,,47100.0
LUX,1996.0,735.61,54.17,681.44,99.54,637.46,366.02,14.17228104,77.16,,48610.0
LUX,1993.0,799.42,62.56,736.8599999999999,84.97,808.17,421.96,13.69002763,76.02,,40270.0
LUX,1995.0,724.43,53.88,670.55,97.22,688.71,350.77,13.9,77.4,,46020.0
LUX,1997.0,707.44,48.75,658.69,70.94,561.67,370.93,14.2280285,77.79,,50650.0
LUX,2000.0,637.81,51.19,586.6199999999999,63.61,532.81,358.45,14.1,79.07,,46460.0
LUX,2001.0,648.79,52.85,595.9399999999999,50.99,521.96,398.24,13.97781802,78.84,,45630.0
LUX,1999.0,650.28,45.28,605.0,49.7,598.3,454.68,14.28307162,78.94,,46470.0
LUX,2015.0,459.98,36.06,423.92,75.79,203.73,300.24,14.0,83.08,484.21,72470.0
LVA,1995.0,1398.34,204.1,1194.24,47.6,1791.21,177.32,13.7,66.44,1119.01,
LVA,1996.0,1224.25,154.17,1070.08,40.93,1649.18,147.38,13.92715025,68.8,1043.5,
LVA,1997.0,1187.29,154.6,1032.69,39.56,1717.57,163.63,14.264210999999998,69.44,979.92,2710.0
LVA,2012.0,910.85,81.98,828.87,88.81,995.33,108.64,18.66300221,74.13,588.5,13810.0
LVA,1993.0,1375.03,211.16,1163.87,36.5,1768.03,154.47,12.97457564,66.7,1223.15,
LVA,1994.0,1481.81,234.93,1246.8799999999999,43.95,1869.68,183.25,13.31429397,65.62,1205.52,
LVA,2015.0,850.46,75.39,775.07,88.71,1008.58,120.96,19.3,75.11,,15010.0
LVA,1999.0,1151.0,156.31,994.69,50.75,1648.78,128.79,14.74413947,70.18,903.33,2980.0
LVA,1988.0,1117.39,108.46,1008.9300000000001,19.23,1834.67,200.85,11.73950436,71.0,1409.49,
LVA,2011.0,915.05,79.19,835.8599999999999,96.83,919.72,108.31,18.465812399999997,73.92,588.0,13110.0
LVA,1998.0,1210.11,158.46,1051.6499999999999,42.63,1657.37,124.74,14.54623387,69.11,961.2,2860.0
LVA,1992.0,1229.51,168.46,1061.05,29.64,1653.18,161.11,12.53854704,68.59,1268.62,
LVA,1991.0,1197.72,156.37,1041.35,37.08,1719.52,173.83,12.07097614,69.18,1342.95,
LVA,1990.0,1191.78,138.32,1053.46,35.82,1738.74,217.92,11.9,69.58,1343.71,
LVA,1987.0,1126.49,98.93,1027.56,15.18,1921.6,224.08,11.65053608,71.05,1423.9,
LVA,1989.0,1119.26,129.16,990.1,25.19,1755.97,194.32,11.81377264,70.51,1348.02,
LVA,1986.0,1113.21,103.39,1009.82,11.78,1907.31,223.55,11.64329134,71.0,1419.29,
MLT,2004.0,628.2,27.61,600.59,181.52,567.65,564.5,13.1695355,79.43,745.64,14300.0
MLT,1998.0,764.63,25.98,738.65,206.38,672.93,621.8,11.89403974,77.48,,9810.0
MLT,1997.0,740.04,27.83,712.2099999999999,171.32,604.9,542.63,11.67377399,77.57,,9890.0
MLT,2003.0,683.01,31.73,651.28,141.12,576.63,595.81,12.93234516,78.63,742.88,12510.0
MLT,2001.0,669.19,31.65,637.5400000000001,163.42,557.73,674.52,12.46297974,78.84,756.69,11160.0
MLT,1996.0,734.1,22.17,711.9300000000001,120.15,712.83,455.67,11.39410188,77.47,,9490.0
MLT,2015.0,494.4,21.88,472.52,171.31,299.13,389.2,18.4,82.01,487.5,24700.0
MLT,2002.0,672.28,28.51,643.77,150.41,567.61,645.81,12.71314854,78.73,748.29,11380.0
MLT,2010.0,514.14,24.9,489.24,127.78,339.88,392.53,15.6,81.55,452.04,20540.0
MLT,2009.0,567.86,27.86,540.0,167.5,482.27,424.51,14.57736407,80.5,483.12,19520.0
MLT,2011.0,536.9,19.49,517.41,53.41,426.63,293.58,16.07521174,81.06,438.13,21420.0
MLT,2008.0,595.39,27.51,567.88,216.38,446.01,431.57,14.07179267,79.85,738.83,19950.0
MLT,2007.0,588.05,30.18,557.87,154.35,491.53,418.88,13.89111506,80.06,784.7,17720.0
MLT,2005.0,627.88,25.86,602.02,164.83,519.78,488.93,13.5,79.49,744.53,15660.0
MLT,2006.0,624.83,24.76,600.07,174.33,533.58,426.73,13.82220523,79.63,756.87,16310.0
MLT,1994.0,780.6,26.29,754.3100000000001,158.87,665.75,519.07,10.89970101,77.02,,8600.0
MLT,1989.0,843.51,34.18,809.33,200.74,894.97,511.39,10.26518392,75.96,,6910.0
MLT,1999.0,767.65,28.22,739.43,165.6,625.39,599.76,12.02214606,77.31,,10510.0
MLT,1990.0,842.68,30.35,812.3299999999999,244.6,807.23,549.79,10.6,76.19,,7600.0
MLT,2000.0,707.56,25.57,681.9899999999999,148.99,612.7,548.96,12.2,78.23,547.68,10920.0
MLT,1993.0,783.55,22.92,760.63,253.52,835.5,502.47,10.80340006,77.01,,8570.0
MLT,1992.0,866.95,37.11,829.84,312.1,763.95,601.0,10.6836424,75.63,,8720.0
MLT,1995.0,748.6,25.84,722.76,180.91,656.98,519.51,11.4,77.32,,8990.0
MLT,1988.0,898.33,22.81,875.5200000000001,182.5,869.59,695.25,10.07484168,75.37,,6260.0
MLT,1991.0,865.22,28.41,836.8100000000001,295.59,890.06,496.97,10.59547107,75.98,,7940.0
MLT,1987.0,980.57,19.29,961.2800000000001,150.54,990.34,416.1,10.01451379,74.76,,4930.0
MLT,1986.0,963.65,17.88,945.77,153.0,1041.26,413.04,9.9330032,74.61,,4000.0
MDA,2015.0,1095.24,74.19,1021.05,63.74,1148.89,225.03,9.9,71.65,,2630.0
MDA,1991.0,1406.13,124.57,1281.5600000000002,47.49,1228.04,328.67,8.34500828,67.69,1311.6,
MDA,2010.0,1288.07,103.05,1185.02,57.3,1255.2,363.88,10.1,69.13,618.21,1910.0
MDA,2012.0,1134.95,85.07,1049.88,54.49,1251.7,249.42,9.94190507,71.13,622.61,2520.0
MDA,1990.0,1287.7,112.05,1175.65,47.87,1210.0,368.16,8.3,68.64,1314.78,
MDA,2011.0,1147.46,85.05,1062.41,46.25,1247.29,296.79,9.95710516,70.96,618.85,2190.0
MDA,2009.0,1260.95,97.26,1163.69,48.63,1360.8,356.71,10.18524491,69.44,615.27,1570.0
MDA,2008.0,1264.24,100.22,1164.02,50.16,1446.92,375.66,10.28712577,69.41,610.57,1500.0
MDA,1992.0,1362.84,130.17,1232.6699999999998,47.39,1102.58,287.75,8.56850657,67.93,1279.02,
MDA,2007.0,1312.65,103.76,1208.89,54.49,1503.4,421.06,10.31079899,68.94,612.04,1160.0
MDA,1994.0,1580.03,124.16,1455.87,55.63,1291.44,358.81,8.89771014,66.05,1222.15,
MDA,1997.0,1512.03,116.9,1395.1299999999999,47.06,1430.91,439.6,9.22068476,66.98,1371.05,500.0
MDA,1995.0,1613.14,125.78,1487.3600000000001,51.43,1301.93,390.92,9.0,65.88,1221.22,
MDA,1993.0,1429.85,113.59,1316.26,48.34,1169.97,298.01,8.9035707,67.66,1248.25,
MDA,1996.0,1541.9,119.07,1422.8300000000002,56.33,1370.05,404.01,9.10371318,66.73,1212.96,
MDA,2006.0,1368.87,109.03,1259.84,62.22,1546.03,452.74,10.06990109,68.5,626.77,1030.0
MDA,2003.0,1446.73,110.66,1336.07,49.27,1618.18,545.11,9.81033382,68.07,666.98,570.0
MDA,2002.0,1431.15,105.97,1325.18,47.17,1534.4,518.09,9.62310065,68.14,674.65,460.0
MDA,2005.0,1463.56,113.82,1349.74,54.37,1617.78,500.82,9.9,67.75,638.66,890.0
MDA,2001.0,1390.17,106.26,1283.91,50.26,1483.42,413.33,9.53690277,68.28,689.64,400.0
MDA,2004.0,1372.5,107.67,1264.83,45.39,1532.5,449.19,9.86405175,68.58,641.32,730.0
MDA,2000.0,1440.89,101.07,1339.8200000000002,43.5,1453.82,447.95,9.4,67.75,708.43,380.0
MDA,1998.0,1427.21,110.0,1317.21,50.01,1370.78,419.21,9.32726263,67.93,1321.23,470.0
MDA,1999.0,1456.16,104.51,1351.65,54.15,1432.42,455.64,9.34466685,67.62,770.77,410.0
MDA,1986.0,1282.91,106.9,1176.01,20.62,1541.49,479.31,7.65522368,68.26,1243.55,
MDA,1989.0,1207.75,113.3,1094.45,38.43,1304.18,398.03,8.1936454,69.11,1272.49,
MDA,1988.0,1258.28,110.45,1147.83,22.42,1416.58,467.03,8.02724283,68.74,1276.37,
MDA,1987.0,1255.96,98.95,1157.01,24.18,1493.5,430.46,7.84163164,68.69,1266.76,
NLD,2011.0,528.18,26.32,501.85999999999996,74.87,237.8,381.93,15.90875354,81.44,,54480.0
NLD,1986.0,788.54,36.25,752.29,151.57,553.76,468.55,12.2582726,76.52,,11690.0
NLD,1988.0,747.97,32.74,715.23,151.46,544.91,397.03,12.59205561,77.18,,18570.0
NLD,2009.0,549.18,26.37,522.81,87.15,266.89,426.3,15.15435088,81.0,465.69,53670.0
NLD,1987.0,754.48,34.88,719.6,153.46,531.86,401.48,12.42541817,77.01,,14720.0
NLD,1989.0,762.53,34.76,727.77,151.99,541.61,472.47,12.74244383,77.0,,19540.0
NLD,2010.0,543.16,26.32,516.8399999999999,84.29,258.59,387.05,15.4,81.14,,53900.0
NLD,2000.0,692.49,28.54,663.95,114.74,443.67,550.28,13.6,78.28,482.62,28810.0
NLD,2007.0,572.13,25.44,546.6899999999999,102.0,297.52,436.96,14.59918436,80.53,474.19,49110.0
NLD,2008.0,566.19,25.98,540.21,93.77,283.29,431.95,14.85702493,80.67,469.85,52670.0
NLD,2014.0,514.88,29.14,485.74,70.88,246.07,287.21,17.0888787,81.75,,51980.0
NLD,2001.0,680.36,29.1,651.26,146.93,425.89,493.02,13.62698786,78.49,465.06,27390.0
NLD,2005.0,615.81,27.25,588.56,121.47,344.89,491.32,14.1,79.67,445.45,42050.0
NLD,2006.0,596.19,26.61,569.58,109.73,321.5,457.03,14.37302837,80.07,478.03,45910.0
NLD,2015.0,517.08,29.19,487.89000000000004,71.77,248.25,329.93,17.9,81.73,,49810.0
NLD,2002.0,678.35,28.42,649.9300000000001,140.13,429.44,492.74,13.68256681,78.56,457.08,27020.0
NLD,2003.0,666.17,28.55,637.62,129.09,398.0,509.25,13.77976732,78.79,449.98,30950.0
NLD,1997.0,702.41,29.18,673.23,32.22,427.1,520.83,13.43189884,78.1,518.65,29800.0
NLD,1999.0,703.78,28.78,675.0,31.84,426.54,551.03,13.54405803,78.1,503.98,28670.0
NLD,1998.0,699.99,27.54,672.45,32.63,424.63,544.0,13.49890496,78.17,510.56,28260.0
NLD,2004.0,630.58,27.29,603.2900000000001,126.07,377.92,447.68,13.94142495,79.41,447.15,37280.0
NLD,1990.0,748.96,32.28,716.6800000000001,151.37,534.65,476.04,12.7,77.18,582.4,20320.0
NLD,1992.0,728.85,32.08,696.77,123.11,540.91,420.12,12.99122108,77.53,566.48,23520.0
NLD,1996.0,723.39,30.33,693.06,32.09,435.25,525.07,13.34406491,77.72,520.96,29750.0
NLD,1991.0,741.71,32.62,709.09,137.28,541.75,466.02,12.92071455,77.32,573.07,21280.0
NLD,1994.0,725.33,30.62,694.71,117.53,509.73,472.04,13.13740021,77.67,537.56,25370.0
NLD,1993.0,758.88,30.59,728.29,119.26,528.58,564.58,13.05917438,77.16,557.16,24040.0
NLD,1995.0,724.45,29.78,694.6700000000001,108.96,491.28,518.29,13.1,77.7,526.79,27690.0
NOR,2015.0,480.93,34.94,445.99,49.85,224.58,382.96,16.3,82.5,,93110.0
NOR,1986.0,784.54,56.18,728.36,51.38,699.96,500.97,15.94105506,76.38,586.71,17550.0
NOR,1990.0,774.12,54.21,719.91,54.91,685.95,571.35,16.4,76.7,466.87,26510.0
NOR,1987.0,792.67,55.26,737.41,58.65,691.07,505.53,16.10499415,76.27,574.77,20830.0
NOR,1989.0,774.25,56.99,717.26,56.33,682.03,558.93,16.28143557,76.65,495.71,25080.0
NOR,1988.0,788.74,55.92,732.82,60.48,687.75,564.38,16.2014491,76.38,540.28,23970.0
NOR,2012.0,518.59,35.94,482.65000000000003,63.6,277.71,399.65,15.52859902,81.66,397.26,99220.0
NOR,1991.0,744.69,50.68,694.0100000000001,60.88,646.44,530.31,16.2959313,77.21,434.51,27830.0
NOR,2011.0,521.19,40.34,480.85,61.85,289.66,376.24,15.24568108,81.52,419.5,90420.0
NOR,1992.0,734.32,48.15,686.1700000000001,58.18,642.59,547.97,16.24206794,77.39,420.7,30790.0
NOR,2010.0,531.18,39.97,491.2099999999999,62.78,289.45,368.18,14.9,81.33,430.41,88560.0
NOR,2007.0,559.04,39.11,519.93,75.97,325.56,413.96,14.64076449,80.75,486.41,78500.0
NOR,2006.0,559.3,40.8,518.5,76.14,342.65,396.12,14.67679481,80.7,502.65,69990.0
NOR,2008.0,549.2,39.85,509.35,64.52,328.52,404.15,14.66092531,80.94,463.51,87520.0
NOR,2005.0,570.35,41.43,528.9200000000001,76.32,368.45,416.6,14.8,80.48,516.1,63790.0
NOR,2004.0,582.34,46.3,536.0400000000001,58.59,385.67,356.79,14.72290204,80.17,524.53,54110.0
NOR,2009.0,536.95,41.55,495.40000000000003,62.57,310.89,391.14,14.78117777,81.16,452.29,87910.0
NOR,2001.0,642.19,40.07,602.12,74.65,442.19,463.27,15.00585322,79.05,381.66,38250.0
NOR,2003.0,608.21,43.75,564.46,68.57,412.24,409.34,14.7643682,79.71,498.9,44750.0
NOR,1996.0,683.34,41.28,642.0600000000001,52.23,582.24,438.8,15.84004747,78.39,396.91,35800.0
NOR,1997.0,684.47,42.48,641.99,79.1,552.64,451.63,15.72400514,78.36,394.6,37920.0
NOR,1994.0,707.02,42.43,664.59,53.9,584.24,520.22,16.03099202,77.93,408.36,30860.0
NOR,1998.0,671.37,42.48,628.89,67.12,540.83,428.96,15.56844338,78.52,391.55,36110.0
NOR,2002.0,641.17,40.25,600.92,65.29,444.3,490.39,14.86725898,79.14,499.37,39880.0
NOR,1999.0,674.79,44.02,630.77,64.41,506.78,477.65,15.36324994,78.53,388.71,35550.0
NOR,2000.0,652.18,42.69,609.49,66.55,473.48,473.97,15.3,78.84,381.48,36570.0
NOR,1995.0,712.76,42.9,669.86,51.38,568.87,570.94,16.0,77.92,401.63,32700.0
NOR,1993.0,751.24,46.47,704.77,55.96,642.59,644.12,16.13868275,77.31,411.71,30220.0
POL,1988.0,1105.12,71.23,1033.8899999999999,104.13,477.68,306.27,9.68990098,71.4,,
POL,1990.0,1123.41,82.47,1040.94,99.43,472.67,291.29,10.0,71.0,,
POL,1989.0,1118.2,77.12,1041.08,103.55,479.24,313.36,9.85728134,71.11,,
POL,1991.0,1157.28,86.76,1070.52,107.22,497.61,273.77,10.23911935,70.68,,
POL,1993.0,1100.57,76.4,1024.1699999999998,97.02,549.92,258.74,10.59541175,71.68,,2480.0
POL,1987.0,1145.29,72.94,1072.35,101.02,496.67,352.85,9.51579372,70.98,,
POL,2015.0,715.06,44.34,670.7199999999999,99.56,371.42,291.34,15.6,77.64,,13320.0
POL,1996.0,1048.27,72.4,975.87,82.39,553.5,262.26,11.32528873,72.38,,3830.0
POL,1986.0,1150.8,75.71,1075.09,102.82,497.92,400.12,9.42767055,70.91,,
POL,1995.0,1061.86,76.95,984.9099999999999,82.2,531.4,241.74,10.9,72.01,,3240.0
POL,1992.0,1116.29,82.25,1034.04,102.56,530.1,242.44,10.40432897,71.19,,2090.0
POL,1999.0,993.38,70.36,923.02,89.12,771.86,329.61,11.95392929,73.16,,4430.0
POL,2004.0,872.01,62.14,809.87,77.95,658.38,282.86,13.04519517,74.98,666.84,6260.0
POL,1994.0,1076.55,78.34,998.2099999999999,90.95,532.37,231.06,10.81790704,71.79,,2800.0
POL,2007.0,836.29,59.77,776.52,90.78,571.07,288.65,13.43506253,75.45,642.45,9940.0
POL,2008.0,819.26,60.67,758.59,91.45,542.92,278.0,13.46796426,75.73,662.13,11990.0
POL,2003.0,895.5,62.44,833.06,82.11,699.05,301.69,12.85995088,74.73,668.06,5490.0
POL,2005.0,862.44,62.57,799.87,82.33,631.96,303.92,13.1,75.12,652.13,7340.0
POL,2002.0,891.38,64.18,827.2,82.32,717.01,271.68,12.71495535,74.64,,4890.0
POL,2000.0,946.23,66.41,879.82,84.49,752.92,333.85,12.0,73.86,,4660.0
POL,2006.0,842.17,61.27,780.9,87.17,600.53,288.67,13.34984533,75.38,647.35,8460.0
POL,2009.0,809.66,57.62,752.04,92.17,517.71,288.06,13.48843218,75.91,665.25,12510.0
POL,2001.0,918.0,64.09,853.91,82.37,753.05,280.48,12.46200928,74.28,,4700.0
PRT,2010.0,590.52,32.69,557.8299999999999,190.41,571.49,468.42,18.7,80.06,337.14,22960.0
PRT,2014.0,527.55,32.05,495.49999999999994,152.05,411.59,419.99,,81.39,331.87,21190.0
ROU,2013.0,864.88,45.71,819.17,47.81,1113.92,246.97,14.80236293,75.0,596.4,9250.0
ROU,2015.0,867.83,43.56,824.27,53.64,1020.4,288.51,17.0,75.11,,9520.0
ROU,2014.0,864.48,44.6,819.88,47.87,1052.14,257.84,15.16180241,75.07,,9610.0
ROU,2010.0,948.01,53.27,894.74,53.6,1274.43,255.63,15.7,73.83,628.69,8610.0
ROU,2012.0,899.44,48.27,851.1700000000001,50.34,1168.64,264.83,15.04155013,74.57,620.66,8780.0
ROU,2009.0,959.48,53.91,905.57,50.12,1276.88,260.92,14.92422505,73.6,662.33,9190.0
ROU,2008.0,964.34,57.19,907.1500000000001,48.71,1300.51,256.51,14.87235986,73.47,657.2,8770.0
ROU,1989.0,1192.47,77.33,1115.14,44.5,1418.03,646.86,10.1448712,69.64,893.71,
ROU,2001.0,1097.14,63.04,1034.1000000000001,38.92,1550.24,325.31,13.62928167,71.27,773.73,1760.0
ROU,2006.0,1026.03,57.67,968.36,48.46,1543.62,282.98,14.76997354,72.69,674.23,4900.0
ROU,1999.0,1160.87,64.55,1096.32,44.2,1686.52,405.91,13.03677977,70.59,757.92,1610.0
ROU,1992.0,1223.71,76.74,1146.97,54.24,1376.86,557.85,11.145728199999999,69.58,786.21,1250.0
ROU,1997.0,1242.44,78.05,1164.39,40.52,1758.95,389.12,12.55926798,69.15,738.1,1590.0
ROU,1996.0,1285.88,80.35,1205.5300000000002,39.03,1816.4,455.1,12.24588192,68.85,756.18,1640.0
ROU,1998.0,1190.28,72.64,1117.6399999999999,40.71,1713.44,373.67,12.81618288,69.92,731.14,1580.0
ROU,1995.0,1224.43,80.78,1143.65,42.3,1741.05,393.29,12.0,69.38,764.12,1490.0
ROU,1991.0,1187.91,75.46,1112.45,56.12,1370.97,570.45,10.6917805,70.11,892.25,
ROU,1993.0,1220.41,76.3,1144.1100000000001,51.97,1770.3,449.01,11.40349721,69.51,786.99,1190.0
ROU,1994.0,1218.64,78.19,1140.45,50.19,1733.62,441.5,11.68600917,69.36,769.45,1270.0
ROU,1990.0,1168.59,79.36,1089.23,51.08,1352.28,582.19,10.4,69.78,891.99,
ROU,2007.0,979.56,55.09,924.4699999999999,50.55,1401.74,275.26,14.85647192,73.27,654.15,6510.0
ROU,2004.0,1076.36,60.08,1016.2799999999999,49.41,1578.34,319.4,14.52875627,71.87,674.08,2960.0
ROU,2003.0,1126.0,63.18,1062.82,47.2,1647.02,332.16,14.29946393,71.32,674.62,2250.0
ROU,2005.0,1063.55,57.8,1005.75,47.37,1608.87,305.83,15.2,72.21,677.63,3880.0
ROU,2000.0,1098.0,64.02,1033.98,41.6,1569.59,350.64,13.6,71.24,769.58,1710.0
ROU,2002.0,1145.82,65.38,1080.44,42.49,1639.44,361.47,14.04473536,70.97,766.69,1950.0
RUS,1999.0,1421.92,200.05,1221.8700000000001,37.43,2101.06,288.85,12.54276311,66.03,1085.04,1750.0
RUS,1998.0,1328.9,182.98,1145.92,43.5,2042.95,270.81,12.55652182,67.24,1110.61,2130.0
RUS,1996.0,1419.75,206.53,1213.22,46.11,1995.97,311.94,12.26191713,65.95,1163.26,2600.0
