COUNTRY,COUNTRY_GRP,YEAR,VALUE
PRT,,1975,68.97
POL,,2005,75.12
AZE,,1986,70.03
MKD,,1997,72.75
POL,,1973,70.97
ROU,,2008,73.47
MDA,,1999,67.62
POL,,1992,71.19
MKD,,2013,75.52
FRA,,1984,75.9
FIN,,2007,79.7
NOR,,2000,78.84
UZB,,1999,69.88
LTU,,2005,71.27
UZB,,2001,70.08
ROU,,2009,73.6
ROU,,1989,69.64
POL,,2007,75.45
AZE,,1982,69.65
POL,,1983,71.21
FRA,,1996,78.86
POL,,1985,70.63
,,,
Last update,2019.08.14 07:31:22 GMT,,
Description,Life expectancy at birth (years),,
Reference link,https://dw.euro.who.int/api/v3/measures/H2020_17?lang=En,,
,,,
Copyright,,,
© WHO Regional Office for Europe 2020. All rights reserved.,http://www.euro.who.int/en/home/copyright-notice,,
