,country_name,alpha_3_code,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
LU,Luxembourg,LUX,3.5949509143829346,3.7067809104919434,3.8265857696533203,3.8207757472991943,3.958796977996826,4.096602916717529,4.245124816894531,4.347074508666992,4.323048114776611,4.531670570373535,4.587406635284424,4.6754302978515625,4.7345194816589355,4.9576802253723145,5.055154323577881,5.226759910583496,5.48935079574585,5.395519733428955,5.4975409507751465,5.868068218231201,5.920158386230469,5.839494228363037,5.992847442626953,5.970516681671143,5.971708297729492,6.217235088348389,6.58278226852417,6.730474472045898,7.042235374450684,7.183830261230469,7.260167598724365,7.255333423614502,7.140073299407959,7.427879333496094,7.400356292724609
NL,Netherlands,NLD,3.9535229206085205,4.090120792388916,4.2455525398254395,4.332624435424805,4.616963863372803,4.617347240447998,4.739424228668213,4.931474208831787,5.1093974113464355,5.362560272216797,5.338927268981934,5.765992641448975,5.830956935882568,6.125051975250244,6.2978410720825195,6.598221778869629,6.871782302856445,6.723536491394043,6.734625816345215,6.772088527679443,6.992514610290527,6.8263139724731445,6.874137878417969,6.883429050445557,7.032732009887695,7.360313892364502,7.366265773773193,7.407932281494141,7.795301914215088,7.991962432861328,8.101950645446777,8.214376449584961,8.242018699645996,8.59561824798584,8.425176620483398
IS,Iceland,ISL,6.442487716674805,6.640106201171875,7.2299699783325195,7.8426289558410645,8.551676750183105,9.154706954956055,9.533111572265625,10.100887298583984,10.483816146850586,10.158368110656738,10.325977325439453,10.90371036529541,11.333161354064941,12.104341506958008,12.71051025390625,12.318167686462402,12.445261001586914,12.551971435546875,12.682827949523926,13.054444313049316,13.125616073608398,12.962206840515137,13.309035301208496,13.789726257324219,14.655232429504395,15.478601455688477,15.843456268310547,16.258508682250977,17.210891723632812,17.272062301635742,17.768314361572266,17.856849670410156,18.005146026611328,18.465951919555664,18.220016479492188
RU,Russia,RUS,5.727319717407227,5.834229469299316,5.8157639503479,6.178018093109131,6.6848063468933105,7.024491310119629,6.946554660797119,7.1673903465271,7.349158763885498,7.888073444366455,8.296740531921387,9.172829627990723,9.944472312927246,10.116328239440918,10.8057222366333,11.04407787322998,11.380553245544434,11.769948959350586,12.277339935302734,12.837564468383789,13.188711166381836,13.785400390625,14.367982864379883,15.330357551574707,16.080211639404297,16.523225784301758,16.985559463500977,17.74463653564453,18.405193328857422,18.908870697021484,19.287128448486328,19.851642608642578,20.44344711303711,20.62729263305664,20.752899169921875
BY,Belarus,BLR,4.561487197875977,4.675364971160889,4.785384654998779,4.933786392211914,4.81496524810791,4.966402053833008,5.1914520263671875,5.317560195922852,5.379922866821289,5.476674556732178,5.376169204711914,5.450944423675537,5.454497814178467,5.449942111968994,5.546023368835449,5.538784027099609,5.906470775604248,5.961165904998779,5.904207706451416,6.072390079498291,6.213860034942627,6.081387042999268,5.9329681396484375,5.9943413734436035,6.425130844116211,6.767807960510254,6.848532676696777,7.152060508728027,7.419308185577393,7.612500190734863,7.9634270668029785,8.146825790405273,7.9260993003845215,8.167691230773926,8.223490715026855
IM,Isle of Man,IMN,5.399896144866943,5.551868915557861,5.667886734008789,5.691562652587891,6.331256866455078,5.803893566131592,5.797975063323975,5.931308746337891,6.02427339553833,6.29865026473999,6.544262409210205,6.863576889038086,7.104801654815674,7.085278034210205,7.387277126312256,7.61162805557251,7.74407958984375,7.57676362991333,7.355709552764893,7.525698661804199,7.4877448081970215,7.1848931312561035,7.035122871398926,7.531203269958496,7.868066310882568,8.125776290893555,8.660459518432617,8.486156463623047,8.934937477111816,9.208518981933594,9.309940338134766,9.280061721801758,9.271728515625,9.396198272705078,8.895929336547852
LT,Lithuania,LTU,4.1924238204956055,4.470821857452393,4.411576747894287,4.688877582550049,4.838066101074219,5.663451194763184,5.899059772491455,6.281581401824951,6.4742751121521,6.6643853187561035,6.860446929931641,7.1729841232299805,7.444065570831299,7.6275739669799805,8.198639869689941,8.214767456054688,8.732057571411133,9.028868675231934,8.913400650024414,8.963038444519043,9.19307804107666,9.304436683654785,9.39040756225586,10.112671852111816,10.6399564743042,10.833460807800293,10.994627952575684,11.205719947814941,11.735764503479004,11.92696762084961,12.199041366577148,12.749876022338867,13.026068687438965,13.577179908752441,13.857399940490723
DK,Denmark,DNK,5.39059591293335,5.543582916259766,5.50814151763916,5.7331414222717285,5.881443023681641,6.222247123718262,6.414895534515381,6.840580463409424,7.021824836730957,7.273804187774658,7.332335472106934,7.639868259429932,8.039752006530762,8.145604133605957,8.49551010131836,8.614459991455078,8.96123218536377,9.108813285827637,9.087869644165039,9.094971656799316,9.35401439666748,9.26206111907959,9.345284461975098,9.933181762695312,10.41857624053955,10.759944915771484,10.872644424438477,11.114798545837402,11.708547592163086,12.073613166809082,12.090572357177734,12.668832778930664,12.745019912719727,13.346097946166992,13.227946281433105
SE,Sweden,SWE,6.130900859832764,6.350417613983154,6.193587303161621,6.628658771514893,7.081717491149902,7.811540603637695,7.958690643310547,8.344213485717773,8.372298240661621,8.502147674560547,8.539825439453125,8.976884841918945,9.366290092468262,9.625558853149414,10.406916618347168,10.27382755279541,10.675040245056152,10.956172943115234,10.87283992767334,10.885515213012695,11.070658683776855,11.298201560974121,11.681743621826172,12.651703834533691,13.210436820983887,13.499701499938965,14.114361763000488,14.582235336303711,15.151521682739258,15.495940208435059,15.894584655761719,16.917207717895508,17.45149803161621,17.840517044067383,18.433319091796875
LV,Latvia,LVA,5.384992599487305,5.610801696777344,5.44233512878418,5.864207744598389,5.898810386657715,6.682953357696533,6.716286659240723,6.987504959106445,6.9310197830200195,7.1068549156188965,7.180054664611816,7.46471643447876,7.8089141845703125,7.9296464920043945,8.633306503295898,8.417757987976074,8.858152389526367,9.259736061096191,9.220488548278809,9.335026741027832,9.561574935913086,9.762336730957031,9.986980438232422,10.856436729431152,11.484663963317871,11.676998138427734,11.907121658325195,12.190875053405762,12.631034851074219,12.914801597595215,13.108785629272461,13.577325820922852,14.056282997131348,14.565776824951172,14.967605590820312
NO,Norway,NOR,5.8773884773254395,6.047756195068359,6.043123245239258,6.536359786987305,6.940030574798584,7.4543657302856445,7.4543657302856445,7.759871959686279,7.9043660163879395,8.03502082824707,8.32252025604248,8.579402923583984,8.33305835723877,8.2955322265625,8.71432876586914,9.007866859436035,9.13875961303711,9.43268871307373,9.966670989990234,10.441798210144043,10.72596263885498,11.25145435333252,11.936145782470703,12.716740608215332,13.322212219238281,13.39278507232666,13.502314567565918,14.035409927368164,14.495670318603516,14.911306381225586,15.013815879821777,15.512389183044434,15.930774688720703,16.47443389892578,16.65435218811035
EE,Estonia,EST,5.812984466552734,6.120537281036377,6.124664783477783,6.606581687927246,6.733198165893555,7.562293529510498,7.517782688140869,7.791990280151367,7.7431960105896,7.894963264465332,8.123091697692871,8.285820960998535,8.631691932678223,8.80229663848877,9.384703636169434,8.994230270385742,9.227251052856445,9.595267295837402,9.626294136047363,9.835095405578613,9.960095405578613,10.242873191833496,10.5298490524292,11.448912620544434,11.921636581420898,11.907090187072754,12.214497566223145,12.39706039428711,12.796785354614258,13.038281440734863,13.280648231506348,13.770999908447266,14.165629386901855,14.742469787597656,15.046188354492188
AX,Åland Islands,ALA,5.8201165199279785,6.026084899902344,5.9923248291015625,6.43356466293335,6.9386796951293945,7.723308563232422,7.686155319213867,8.173575401306152,8.15916633605957,8.267498970031738,8.285887718200684,8.612517356872559,8.982134819030762,9.181440353393555,9.826499938964844,9.663277626037598,9.892756462097168,10.122660636901855,10.093181610107422,10.22949504852295,10.410905838012695,10.781634330749512,11.254712104797363,12.033565521240234,12.644438743591309,12.765151977539062,13.057892799377441,13.279711723327637,13.740784645080566,13.752331733703613,14.010024070739746,14.479246139526367,14.79460620880127,15.042683601379395,15.142991065979004
FI,Finland,FIN,5.898050785064697,6.161683559417725,6.177064895629883,6.621607780456543,6.807127475738525,7.606542110443115,7.520401954650879,8.003735542297363,7.986976623535156,8.09682559967041,8.117462158203125,8.35525131225586,8.745980262756348,8.917102813720703,9.535284996032715,9.319463729858398,9.484615325927734,9.698342323303223,9.684974670410156,9.799858093261719,9.974279403686523,10.304673194885254,10.856549263000488,11.719430923461914,12.281475067138672,12.634475708007812,13.215510368347168,13.881278038024902,14.705632209777832,15.317306518554688,15.751718521118164,16.444040298461914,17.113862991333008,17.503231048583984,17.793285369873047
FO,Faroe Islands,FRO,6.214123725891113,6.366749286651611,6.4513678550720215,6.854483604431152,7.2118048667907715,7.68695592880249,7.8744330406188965,8.324209213256836,8.291099548339844,8.188630104064941,8.89237117767334,9.555072784423828,9.952278137207031,10.120216369628906,10.874808311462402,10.949886322021484,11.190057754516602,11.310840606689453,11.226460456848145,11.48080062866211,11.555352210998535,11.37049674987793,11.702855110168457,12.29587173461914,12.72049617767334,13.026634216308594,13.448044776916504,13.33504581451416,13.98038101196289,13.89809513092041,13.983148574829102,14.162891387939453,14.586816787719727,14.680728912353516,14.481086730957031
SJ,Svalbard and Jan Mayen,SJM,6.584993362426758,6.95166015625,7.505870819091797,8.259993553161621,8.717191696166992,9.300251007080078,9.595952987670898,9.793490409851074,10.273319244384766,10.128063201904297,10.47628116607666,11.427605628967285,11.787805557250977,12.285616874694824,12.756203651428223,12.832487106323242,12.91788387298584,12.768965721130371,13.035481452941895,13.53953742980957,13.885445594787598,13.884571075439453,14.74699592590332,15.717432022094727,16.386091232299805,16.715576171875,17.118227005004883,17.852319717407227,18.66164207458496,18.61870765686035,18.899898529052734,19.379819869995117,19.176847457885742,19.630537033081055,19.90608787536621
